text,norm
The Blockchain Administrator further agrees that all records which it maintains for the Fund pursuant to Rule 31a-1 under the Investment Company Act will be preserved for the periods prescribed by Rule 31a-2 under the Investment Company Act unless any such records are earlier surrendered as provided above,1
"In full consideration of the provision of the services of the Blockchain Administrator set forth herein, the Fund shall pay the Blockchain Administrator a fees calculated at the annual rate of 0.20% of the value of the Fund’s average annual net assets.",1
"All written content submitted by Client for use in the Client Website must be typewritten, proofread and delivered to Company in the body of an email message or as a Microsoft Word electronic document or plaint text electronic document.",1
"If the adjustment is more than $1,500 in favor, then out-of-pocket costs of such examination shall be borne by Zynga.",1
"EXCEPT IN CASES OF GROSS NEGLIGENCE, WILLFUL MISCONDUCT OR FRAUD, INDEMNIFICATION CLAIMS UNDER SECTION 5 OR BREACHES OF SECTION 2 (TRADEMARKS), 8 (CONFIDENTIALITY), OR 9 (NO AGENCY RELATIONSHIP), IN NO EVENT SHALL EITHER PARTY OR ITS OFFICERS, DIRECTORS, OR EMPLOYEES BE LIABLE TO THE OTHER PARTY IN CONNECTION WITH THE SUBJECT MATTER HEREOF, FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL OR PUNITIVE DAMAGES OF ANY KIND, LOST PROFITS OR LOST REVENUE, WHETHER ARISING IN CONTRACT, TORT, NEGLIGENCE, STATUTE, OR OTHERWISE, EVEN IF ADVISED OF THE POSSIBILITY THEREOF.",1
IN NO EVENT SHALL THE NON-BREACHING PARTY BE ENTITLED TO EQUITABLE OR INJUNCTIVE RELIEF OF ANY KIND.,1
"Notwithstanding the foregoing, for each end user that previously downloaded a Zynga game that includes WPT’s Licensed Property, and stored such Zynga game within such end user’s device, WPT grants a license and right to continue to use, activate, operate, perform, store, use and display that game on the end user’s device in perpetuity at no additional charge; provided, however, that Zynga shall use best efforts to offer end users updates to its games which no longer include WPT’s Licensed Property after the Term.",1
Each party agrees to carry liability insurance sufficient to cover the risks posed under this Agreement.,1
"If such breach is not cured to About's reasonable satisfaction, About may remove the ebix Links after informing either the President, CFO or CTO of ebix until About reasonably determines that the ebix Web Site is operational and fully functional.",1
"Upon termination of this Agreement, any and all licenses granted by one party to the other hereunder shall immediately terminate, and the parties shall immediately cease the use of the other party's Marks, material or content provided in connection with this Agreement, and shall remove all Links to and from one another's Sites, and About shall remove all Links between the About Network and the Insurance Center.",1
Each party shall return the Confidential Information of the other party.,1
"NEITHER PARTY SHALL HAVE ANY LIABILITY FOR ANY INDIRECT, SPECIAL, PUNITIVE OR CONSEQUENTIAL DAMAGES INCLUDING, WITHOUT THE LIMITATION, LOSS OF PROFIT OR BUSINESS OPPORTUNITIES, WHETHER OR NOT THE PARTY WAS ADVISED OF THE POSSIBILTY OF SUCH.",1
"Neither party will be liable for, or will be considered to be in breach of or default under this Agreement on account of, any delay or failure to perform as required by this Agreement as a result of any causes or conditions that are beyond such party's reasonable control and that such party is unable to overcome through the exercise of commercially reasonable diligence (a ""force majeure event"").",1
"If any force majeure event occurs, the affected party will give prompt written notice to the other party and will use commercially reasonable efforts to minimize the impact of the event.",1
"Neither party may assign the Agreement without the written consent of the other party, which consent shall not be unreasonably withheld or delayed, except that either party may assign the Agreement without obtaining the consent of the other party to an affiliate or successor by way of purchase, merger, consolidation or similar transaction, subject to the requirement that the Agreement shall be binding and enforceable against any successor or assign.",1
"For those theatres listed on Exhibit B not equipped for Digital Content Service, NCM will promptly install a non- digital slide projector in each auditorium necessary to exhibit the Traditional Content Program.",1
"Not later than six (6) months after NCM shall first deliver the Service to the Theatres, NCM will acquire the small d Equipment and shall install such Equipment in the Network Affiliate Theatres indentified on Exhibit B, but NCM shall not be obligated to spend more than $9,000 per screen.",1
"Network Affiliate, may at any time in its sole and absolute discretion, convert any of the Theatres so that Digital Cinema Services can be provided, using technology commonly known Big D technology.",1
Network Affiliate shall purchase or lease and shall install such Big D Equipment in the Network Affiliate Theatres.,1
The cost of such Big D Equipment shall be paid 100 percent (100%) by Network Affiliate.,1
"All costs associated with Network Affiliate’s use of the Equipment, including the cost of electricity, telephone lines and the like, will be borne exclusively by Network Affiliate.",1
"NCM shall depreciate the cost of the NCM Equipment on a calendar quarterly basis, provided that the method used will result in full depreciation at the end of the five-year period commencing on the Effective Date.",1
"Upon expiration or termination of the Agreement for any reason, Network Affiliate shall pay NCM the value of the NCM Equipment, if any, that remains on NCM’s financial statements as of the time of such expiration or termination.",1
"Except as otherwise provided herein, NCM and/or its subcontractors shall be solely responsible for the installation of all Equipment purchased pursuant to Section 2.1(a) or 2.1(b), and any Equipment necessary for connectivity under Section 2.1(c), as well as for ancillary services such as software integration.",1
"NCM shall use commercially reasonable efforts to install the Equipment in a manner reasonably calculated not to disrupt Network Affiliate’s operations, on such schedule as is reasonably determined by NCM from time to time and reasonably agreed to in advance by Network Affiliate.",1
"Network Affiliate shall be solely responsible for obtaining any consents required for the installation or use of any Equipment at any Theatre, including without limitation, governmental and landlord consents.",1
"Network Affiliate shall use commercially reasonable efforts to ensure that all Equipment delivered to any Theatre or otherwise in the possession, custody or control of Network Affiliate is secure and not accessible by authorized third parties.",1
"Network Affiliate shall use commercially reasonable efforts to provide NCM at least six (6) months advance written notice (or such lesser time for notice as may be practicable based upon the date of execution of the agreement for such disposition and the disposition date) of the sale or other disposition of a Theatre, the loss of any Theatre lease, or its desire to permanently discontinue delivery of the Service to a Theatre (collectively, a “Disposition”).",1
"Subject to the provisions of Section 2.3 with respect to transfer of title to NCM Equipment, at least thirty (30) days prior to any Disposition, NCM shall be permitted to enter the affected Theatre(s) and remove any NCM Property.",1
"Except in connection with a Disposition, Network Affiliate shall not be permitted to permanently discontinue Service to any Theatre without the prior written consent of NCM, which consent will not be unreasonably withheld, conditioned or delayed.",1
The costs of removal of NCM Equipment from any Theatre to which Service has been permanently discontinued shall be borne by Network Affiliate.,1
Network Affiliate agrees to permit NCM to provide training services to Network Affiliates’ support staff and customer service and other employees and agents.,1
"Network Affiliate shall cause its employees to attend such training and to follow the instructions given by NCM in such training as well as in follow-up instructions, guidelines and manuals of any kind provided to Network Affiliate by NCM.",1
"On the Effective Date (the date on which NCM first provides the Service to the Theatres) NCM shall provide all aspects of the Service to Network Affiliate and Network Affiliate shall exhibit and otherwise participate in such aspects of the Service, on the terms and conditions set forth herein.",1
"As of the Effective Date and during the Term, pursuant to the terms of Section 3.2, NCM will provide the following Services to the Digitized Theatres, and all Digitized Theatres will participate in (i) the Digital Carousel during the period beginning after the preceding feature film (or, in the case of the first feature film of the day, beginning after the opening of the auditorium doors for that film) until the beginning of the Pre-Feature Program, (ii) the Pre-Feature Program, (iii) the Policy Trailer and (iv) the Video Display Program.",1
"As of the Effective Date and during the Term, pursuant to the terms of Section 3.2, NCM will provide the following Services to the Non-Digitized Theatres, and all Non-Digitized Theatres will participate in (i) the slide carousel during the period beginning after the preceding feature film (or, in the case of the first feature film of the day, beginning after the opening of the auditorium doors for that film) until the beginning of the Traditional Content Program, (ii) the Traditional Content Program, (iii) the Policy Trailer and (iv) the Video Display Program, but with respect to participation of Non-Digitized Theatre’s participation in the Video Display Program, only to the extent that a Non-Digitized Theatre has at least one Lobby Screen and has the requisite equipment necessary to participate in the Video Display Program.",1
NCM shall provide Lobby Promotions to Theatres and Theatres shall participate in Lobby Promotions as described in Section 3.3.,1
No Digitized Theatre shall become a Non-Digitized Theatre without the mutual agreement of Network Affiliate and NCM.,1
"On the Effective Date, NCM will commence distribution of the Digital Carousel, the Digital Content Service and the Traditional Content Program to the Digitized Theatres and Non-Digitized Theatres, all as set forth above in Section 3.1.",1
"On the Effective Date, NCM will make available to the Theatres the Lobby Promotions, and Network Affiliate will accept such Lobby Promotions on the terms and conditions set forth herein.",1
"NCM may provide additional Lobby Promotions, subject to approval by Network Affiliate.",1
NCM will take all other actions necessary and prudent to ensure the delivery of Lobby Promotions as required under the terms hereof.,1
"NCM will inform Network Affiliate of the length of time that Lobby Promotions and additional Lobby Promotions, if any, are to be displayed.",1
"NCM will be responsible for all costs and expenses associated with sourcing, production, delivery and execution of Lobby Promotions to the Theatres, including incremental costs actually incurred by the Theatres in connection with Lobby Promotions.",1
"In its discretion, Network Affiliate may make employees available to assist in Lobby Promotions requiring exit sampling; provided that NCM shall reimburse Network Affiliate for the employees’ time used to conduct the exit sampling at their customary wage.",1
"Network Affiliate may, without liability, breach or otherwise, prevent and/or take any other actions with respect to the use or distribution of content that violates the foregoing standards; provided, that with respect to this Section 3.4(viii), Network Affiliate may opt out of such advertising only with respect to Theatres in the geographic locations identified, which may include all of Network Affiliate’s Theatres.",1
"If the Digital Content Service contains any content that violates the foregoing standards, NCM will use commercially reasonable efforts to remove such content as soon as reasonably practical.",1
"If NCM fails to remove such content within a reasonable time, Network Affiliate may discontinue the Digital Content Service in such auditoriums where such content is shown until the violating content is removed and shall have no liability for such discontinuation.",1
"If any other elements of the Service contain any content that violates the foregoing standards, NCM shall at Network Affiliate’s request, or Network Affiliate acting on its own behalf may, upon giving written notice to NCM, remove such content immediately.",1
"NCM is required to include no less than forty-five (45) seconds of Branded Slots within the final fifteen (15) minutes of the Play List, fifteen (15) seconds of which shall be included within the final eleven (11) minutes of the Play List; provided, that NCM may begin these Branded Slots up to one minute earlier when NCM expands the amount of advertising units that follow these Branded Slots through the sale of additional advertising to third parties.",1
NCM and Network Affiliate shall use commercially reasonable efforts to ensure that the Digital Content Network will be integrated with any network for the delivery of Digital Cinema Services such that the Services can be delivered over such network.,1
"Network Affiliate shall use its reasonable efforts to provide audiences access to the Theatre auditorium for the Pre-Feature Program or Traditional Content Program, as applicable.",1
Network Affiliate shall have the right to designate art house and draft house theatres that for purposes of this Agreement shall be “Excluded Theatres”.,1
"Network Affiliate shall provide written or electronic notice to NCM, in the form specified by NCM, each time there is a change in its list of Excluded Theatres.",1
"With respect to any Theatre subsequently designated as an Excluded Theatre, the parties will negotiate in good faith terms for the discontinuation of delivery of the Service to such Excluded Theatre.",1
"IMAX Screens will not receive, and Network Affiliate will have no duty to exhibit on any IMAX Screen, the Digital Carousel, the Pre- Feature Program or the Traditional Content Program; provided however, that Network Affiliate may elect to exhibit the Digital Carousel, the Pre- Feature Program or the Traditional Content Program on its IMAX Screens in its sole discretion.",1
"Network Affiliate will provide NCM prompt written notice of any additions to or deletions from its list of IMAX Screens, which list appears on Exhibit D.",1
"Network Affiliate shall provide written or electronic notice to NCM, in the form specified by NCM, each time there is a change in its list of IMAX Screens.",1
"Notwithstanding anything herein to the contrary, Network Affiliate shall not be prohibited from: (i) promoting the grand opening of a Theatre or an Excluded Theatre, provided such promotional activity (x) may occur only for the thirty (30) day period immediately preceding the opening of the theatre to the general public through the thirty (30) day period immediately following the opening of the theatre to the general public, and (y) includes local advertising of such opening in exchange for the advertising of local businesses only, provided any on-screen advertising related thereto shall be subject to availability of on-screen Inventory and limited to one (1) advertisement thirty (30) seconds in length; and (ii) allowing advertising for the supplier of Network Affiliate employee uniforms to appear on such uniforms, provided that not more than two individual instances of such advertising ,may appear on any such uniform at any one time.",1
"Network Affiliate may not materially alter the Service or otherwise exhibit the Service in a manner resulting in a material change in an average viewer’s perception of the Service or any Service content, nor may Network Affiliate use or make the Service available for any purpose, at any location, or in any manner not specifically authorized by this Agreement, including without limitation recording, copying or duplicating the Service or any portion thereof.",1
Network Affiliate shall at all times use the NCM Equipment and the Service in accordance with such policies and procedures of NCM as NCM may reasonably impose from time to time.,1
