tag,sentence
['permission'],you understand and agree that we will have the sole right to direct and control any administrative proceeding or litigation involving the proprietary mark including any settlement of such a matter
['permission'],you also understand and agree that we have the sole right but not the obligation to take action against us by others that may constitute infringement of the proprietary mark
['permission'],we may conduct the examination or audit at our office or those of a in which case we may require you to send u your record
['prohibition'],the owner may not enter into any shareholder agreement management agreement voting trust or other arrangement that give a third party the power to direct and control your affair without our prior written consent
['permission'],we may use your contribution and any earnings on the marketing fund for any cost associated with advertising marketing public relation promotional program and material and any other activity we believe would benefit franchised business generally including advertising campaign in various medium creation and maintenance of one or more website direct mail advertising market research including secret shopper and customer satisfaction survey employing advertising public relation agency purchasing promotional item conducting and administering promotion contest giveaway public relation event community involvement activity etc and providing promotional and other marketing material and service to our franchisees
"['obligation', 'prohibition']",we will deposit all contribution to the marketing fund in an account separate from our other fund and will not use them to defray any of our general operating expense except for reasonable administrative cost and overhead we incur in activity reasonably related to the administration of the marketing fund or the management of marketing program including full or partial salary of our personnel who devote or service to marketing fund activity
['prohibition'],you must not use any advertising marketing material or promotional plan unless and until you have received written approve from u pursuant to the procedure and term set forth in section advertising approval below
['prohibition'],you may not sell transfer or use customer data for any purpose other than operating the franchised business and marketing pizza fusion product and service
"['obligation', 'permission']",we have the right to specify from time to time in the manual or otherwise in writing the information that you must collect and maintain on the computer system and you agree to provide u with the report that we may reasonably request from the data so collected and maintained
['prohibition'],you agree not to publish disseminate implement revise or rescind a data privacy policy without our prior written consent a to said policy
['prohibition'],you agree not to establish a website or permit any other party to establish a website that relates in any manner to your franchised business or referring to the proprietary mark
['prohibition'],you shall not establish or use any website without our prior written approval
['prohibition'],you agree not to use or modify any such website without our prior written approval a to such proposed use or modification
"['obligation', 'permission']",you must record all sale on point of sale system on such other type of cash register that we have the right to designate or approve in the manual or otherwise in writing cash register system
"['obligation', 'permission']",you must utilize cash register which are fully compatible with any program or system which we have the right to designate and you must record all gross revenue and all revenue information on such equipment
['prohibition'],you must not sell issue or redeem gift certificate other than gift card we have approved in writing
['prohibition'],you agree not to use or permit the use or display of the proprietary mark a part of any internet domain name or website or any other electronic identifier including but not limited to address account name in a social medium site and the like of you or the franchised business in any forum or medium
['prohibition'],you agree not to transmit or cause any other party to transmit advertisement or solicitation by or other electronic medium without first obtaining our written consent a to a the content of such e mail advertisement or solicitation and b your plan for transmitting such advertisement
"['obligation', 'permission']",because change to technology are dynamic and not predictable within the term of this agreement and in order to provide for inevitable but unpredictable change to technological need and opportunity you agree a that we will have the right to establish in writing reasonable new standard to address new technology and to implement those change in technology into the system and b to abide by our reasonable new standard a if this section were periodically revised for that purpose
"['obligation', 'prohibition']",in order to implement the term of this section and fax communication you agree that a official sender are authorized to send and fax to you and your employee b you will cause your officer director and employee a a condition of their employment or position with you to give their consent in an electronically or in a writing a we may reasonably require to official sender transmission of and fax to those person and that such person shall not or otherwise ask to no longer receive from official sender during the time that such person work for or is affiliated with you and c you will not out or otherwise ask to no longer receive fax from official sender during the term of this agreement
['prohibition'],you agree not to copy duplicate record or otherwise reproduce the manual or other material provided by u in whole or in part
['prohibition'],in addition you agree not to make any confidential information or material supplied by u available to any unauthorized person
['prohibition'],during and after the term of this agreement you may not communicate divulge or use for any purpose other than the operation of the franchised business any confidential information knowledge trade secret or that may be communicated to you or that you may learn by virtue of your relationship with u and the system
['permission'],you may divulge confidential information only to your professional adviser and to your employee who must have access to the information to operate the franchised business
['prohibition'],you agree that we will have no liability after the effective date of transfer or assignment for the performance of or for any failure to perform any obligation we have transferred
['prohibition'],neither you nor any of the owner may make any transfer or permit any transfer to occur without obtaining our prior written consent
['permission'],we will have the right to require reimbursement of any expense that we incur in reviewing the proposed transfer
['permission'],we may withhold our consent on any reasonable ground or give our consent subject to reasonable condition
"['obligation', 'prohibition']",we will consent to the assignment of this agreement to a corporation partnership or limited liability corporation that you form for the convenience of ownership provided that a the entity ha and will have no other business besides operating a franchised business b you satisfy the condition in section a transfer of entire business transfer of entire business transfer of entire business and transfer of entire business above and c the owner hold equity interest in the new entity in the same proportion shown on the cover page
['permission'],if a satisfactory replacement is not retained we will have the right but not the obligation to take over operation of the franchised business or to hire and retain a replacement on your behalf until the transfer is completed and to charge a reasonable management fee for these service
['permission'],in the case of transfer by bequest or by intestate succession if the heir or beneficiary are unable to meet the condition of section transfer of entire business the executor may transfer the decedent s interest to another successor that we have approved subject to all of the term and condition for transfer contained in this agreement
['permission'],if an interest is not disposed of under this section transfer upon death or incapacity within six month after the date of death or appointment of a personal representative or trustee we may terminate this agreement under section termination by u without a cure period below
['permission'],we may assign our right of first refusal to someone else either before or after we exercise it
['permission'],if we can not reasonably be expected to furnish the same consideration a the then we may substitute the reasonable equivalent in cash
['permission'],we may purchase the interest at the fair market value determined by the appraiser closing on the purchase will occur within day after our notice to the transferor of the appraiser s determination of fair market value
['permission'],if we elect not to exercise our right under this section the transferor may complete the transfer after complying with section no transfer without our prior written consent through transfer upon death or incapacity above
['permission'],we may terminate this agreement by written notice to you without giving you an opportunity to cure upon the occurrence of any of the following event you the operating principal your personnel fail to complete training under section initial training program to our satisfaction you fail to open for business by the opening deadline specified in appendix a you disclose the content of the manual or other trade secret or confidential information contrary to section and of this agreement you refuse to permit or try to hinder an examination or audit of your book and record or of the franchised business a provided in this agreement you make any material misrepresentation in connection with your application to u for the franchise or you submit to u any report or statement that you know or should know to be false or misleading you understate to u your gross revenue by or more on three or more occasion in any period or by or more for any period of four or more consecutive week you fail to operate the franchised business for three or more consecutive business day on which you were required to operate unless we determine that the failure wa beyond your control you or any owner officer or director is convicted of a crime that we reasonably believe is likely to harm the reputation of the pizza fusion concept any transfer occurs that doe not comply with section including a failure to transfer to a qualified successor after death or disability within the time allowed by section transfer you are in default three or more time under section termination by u following expiration of cure period for monetary default termination by u following expiration of cure period within any twelve month period whether or not the default are similar and whether or not they are cured after curing a default pursuant to section termination by u following expiration of cure period for monetary default or termination by u following expiration of cure period you commit the same default within twelve month whether or not the second default is cured any condition exists with respect to the franchised business that in our reasonable judgment seriously jeopardizes public health or safety you fail to comply with the covenant in section below or fail to timely obtain execution of the covenant required under section above and section owner and employee below you fail to obtain or maintain required insurance you cease to operate the franchised business for more than seven consecutive day or fourteen day in any calendar year unless we approved a temporary closing or we determine that the failure to operate wa beyond your control you otherwise abandon the franchised business or you lose the right to posse the premise or you otherwise forfeit the right to do or transact business a required under this agreement
['prohibition'],if you subsequently begin to operate another business you agree that you will not use any reproduction counterfeit copy or colorable imitation of the proprietary mark that you used either in connection with the franchised business or it promotion which is likely to cause confusion mistake or deception or which is likely to dilute our exclusive right in and to the proprietary mark nor any trade dress or designation of origin or description or representation which falsely suggests or represents an association or connection with u
['permission'],we may exercise this option by delivering a notice of intent to purchase to you within day after the expiration or termination of this agreement
['prohibition'],during that period you agree not to dispose of transfer or otherwise hinder our ability to exercise our right with respect to your asset
['permission'],if we exercise our option to purchase we may setoff all amount due to u under this agreement and the cost of the appraisal if any against any payment due to you
['prohibition'],you agree that during the term of this agreement you will not without our prior written consent either directly or indirectly through any other person or entity own manage engage in be employed by advise make loan to consult for rent or lease to or have any other interest in any business that directly or indirectly operates or grant franchise or license to operate a restaurant featuring pizza and related food specialty or that offer product or service substantially similar to those then offered by restaurant competitive business divert or attempt to divert any business or customer or potential business or customer to any competitive business or induce any person to leave his or her employment with u in any manner interfere with disturb disrupt impair diminish or otherwise jeopardize our business or that of any of our franchisees
['prohibition'],for two year after the expiration or termination of this agreement or an approved transfer to a new franchisee you may not directly or indirectly own manage engage in be employed by advise make loan to consult for or have any other interest in any competitive business that is or intends to operate within three mile radius of the premise of your franchised business or within a three mile radius of any restaurant or under construction to operate under the system except a permitted by any franchise agreement that remain in effect between you and u
['prohibition'],you may not attempt to circumvent the restriction in section during term and after termination expiration or transfer by engaging in prohibited activity indirectly through any other person or entity
['prohibition'],you are not authorized to and agree that you will not make any contract agreement warranty or representation on our behalf or create any obligation express or implied on our behalf
['permission'],with respect to any threatened or actual litigation proceeding or dispute that could directly or indirectly affect u or any of the other indemnitees under this section if you do not assume the active defense of the matter within a reasonable time we will have the right but not the obligation to i choose counsel ii direct and control the handling of the matter and iii settle any claim against the indemnitees
['permission'],either party can change it notice address by informing the other party in writing of a new address
['permission'],if the performance of any obligation by any party under this agreement is prevented hindered or delayed by reason of force majeure which can not be overcome by reasonable commercial measure then the party shall be relieved of their respective obligation but only to the extent that the party having exercised best effort are prevented hindered or delayed in such performance during the period of such force majeure
"['obligation', 'permission']",you and the owner must file any suit against u and we may file any suit against you in the federal or state court where our principal office is located at the time the suit is filed
['prohibition'],except in case of gross negligence willful misconduct or fraud indemnification claim under section or breach of section trademark confidentiality or no agency relationship in no event shall either party or it officer director or employee be liable to the other party in connection with the subject matter hereof for any special indirect consequential or punitive damage of any kind lost profit or lost revenue whether arising in contract tort negligence statute or otherwise even if advised of the possibility thereof
['prohibition'],in no event shall the party be entitled to equitable or injunctive relief of any kind
['prohibition'],licensee will not however use the licensed mark except for the production and sale of inventory a provided in this section and in section of the separation and distribution agreement and schedule of this agreement
['prohibition'],licensee agrees and covenant that it shall not challenge contest or take any action inconsistent with licensor s exclusive right of ownership of the licensed mark
['permission'],licensor a owner of the licensed mark shall have the right at all time to control and approve the nature and quality of the licensed product and the licensed mark thereon and to inspect licensee s business operation upon reasonable prior notice for the purpose of ensuring that a high level of quality of the licensed product is being maintained by licensee
"['obligation', 'prohibition']",at licensor s reasonable request during each calendar year licensee shall submit sample to licensor at no cost to licensor and shall not materially depart therefrom without licensor s prior express written consent
['permission'],no more frequently than once per year a third party auditor chosen by licensor and approved by licensee such approval not to be unreasonably withheld shall be entitled at any time on reasonable notice to the licensee to enter during regular business hour any premise used by the licensee or it manufacturer for the manufacture packaging or storage of the licensed product to inspect such premise all plant workforce and machinery used for manufacture packaging or storage of licensed product and all other aspect of the manufacture packaging and storage of licensed product access right
['permission'],in the event that licensee ha not taken appropriate step to restore such quality within twenty day after notification by licensor licensor shall have the right to terminate this agreement
['permission'],licensor shall have the right in it sole discretion to bring a legal action for infringement against the third party together with the right to enforce and collect any judgment thereon
['permission'],licensor and licensee will be entitled to terminate this agreement by written notice to the other party in the event the other party is in material breach of any of it obligation hereunder and shall fail to remedy any such default within one hundred twenty day after notice thereof by the party
['permission'],either party may terminate this agreement by written notice to the other in the event of a the other party s making assignment for the benefit of it creditor or filing a voluntary petition under any bankruptcy or insolvency law under the reorganization or arrangement provision of the united state bankruptcy code or under the provision of any law of like import or b the filing of an involuntary petition against the other party under any bankruptcy or insolvency law under the reorganization or arrangement provision of the united state bankruptcy code or under any law of like import or c the appointment of a trustee or receiver for the party or it property
"['prohibition', 'obligation']",each of the party a submits to the exclusive jurisdiction of any state or federal court sitting in wilmington delaware for any action or proceeding arising out of or relating to this agreement b agrees that all claim in respect of the action or proceeding may be heard and determined in any such court and c agrees not to bring any action or proceeding arising out of or relating to this agreement in any other court
['prohibition'],neither licensor on the one hand nor licensee on the other hand shall be responsible for the act or omission of the other
['prohibition'],no party will have authority to speak for represent or obligate the other party in any way without prior written authority from such other party
['prohibition'],this agreement may not be assigned by licensee without the consent of licensor which consent shall not be unreasonably withheld
['prohibition'],member shall not during the term of the franchise agreement or thereafter communicate divulge or use for any purpose other than the operation of the franchised business any confidential information knowledge trade secret or which may be communicated to member or which member may learn by virtue of member s relationship with franchisee
['prohibition'],member covenant and agrees that during the term of the franchise agreement except a otherwise approved in writing by franchisor member shall not either directly or indirectly for itself or through on behalf of or in conjunction with any person person partnership corporation or entity own manage engage in be employed by advise make loan to consult for rent or lease to or have any other interest in business that directly or indirectly operates or grant franchise or license to operate a restaurant featuring pizza and related food specialty or that offer product or service substantially similar to those then offered by pizza fusion restaurant competitive business divert or attempt to divert any business or customer or potential business or customer to any competitive business or iii induce any person to leave his or her employment with franchisee or franchisor
['prohibition'],member covenant and agrees that during the period defined below except a otherwise approved in writing by franchisor member shall not either directly or indirectly own manage engage in be employed by advise make loan to consult for or have any other interest in any competitive business that is or intends to operate within a three mile radius of the premise of your franchised business or within a three mile radius of any franchised business or under construction to operate under the system
['prohibition'],no delay or failure by the franchisor or franchisee to exercise any right under this agreement and no partial or single exercise of that right shall constitute a waiver of that or any other right provided herein and no waiver of any violation of any term and provision of this agreement shall be construed a a waiver of any succeeding violation of the same or any other provision of this agreement
['prohibition'],for the avoidance of doubt elephant talk is not entitled to provide retail telecommunication service based on the hosting service to others than elephant talk customer such a but not limited to mobile or business company with their own
['permission'],is entitled without limitation to related service to any other party
['prohibition'],elephant talk will not enter into any discussion or agreement on the provisioning of similar hosting service a defined in appendix with any in the netherlands for the duration of the initial term of the agreement
['permission'],elephant talk is allowed to provide sim card to elephant talk customer under the term and condition a mentioned in this agreement
['prohibition'],for the scope of this agreement elephant talk including it affiliated company shall not provide the hosting service to
['prohibition'],elephant talk is not allowed without the explicit written approval of to provide the elephant talk wholesale service to the below stated category of company including company that represent a company in one of these category affiliated company company that can offer a brand from a company in one of the following category
['prohibition'],the elephant talk customer will not directly or indirectly provide the elephant talk wholesale service to others including an affiliated company with the objective to resell wholesale telecommunication service based on the by provided hosting service to mobile telecommunication user
['prohibition'],elephant talk and elephant talk customer shall not in any respect represent or enter into any agreement or other commitment on s behalf
"['obligation', 'permission']",elephant talk agrees to inform in writing before the ready for service date the relevant dutch authority which is at the time of closing of this agreement the public prosecutor that will carry out the lawful intercept request regarding elephant talk customer and that will and is entitled to collect the financial compensation of the concerning authority for these legal intercept activity on behalf of elephant talk
['permission'],from the elephant talk shall be permitted to technically test the hosting service for the duration of five calendar week with a limited number of user
['permission'],agrees but is not obliged to reasonably assist elephant talk in obtaining such regulatory approval consent or decision especially by making available to elephant talk necessary document technical specification and other information required and by cooperating through common communication to any regulatory authority
['prohibition'],elephant talk accepts that will not be bound to the service level agreed between party pursuant to article of this agreement in relation to the relevant quarter if the
['prohibition'],at no point in time shall one of the party carry out service or support on equipment excluding sim card ordered according to article that belongs to the other party or is provided or maintained by the other party unless the other party ha agreed in writing to such measure in advance
['permission'],shall have at it disposal data covered by the agreement only to the extent and a long a necessary for to fulfill it obligation pursuant to this agreement
['permission'],each party may change it contact person at any time by informing the other party in writing
"['obligation', 'permission']",such price may be amended in accordance with the term of this agreement and appendix and shall be paid by elephant talk to in accordance with article
['permission'],elephant talk may object to any invoice according to the procedure set out in article of appendix accounting and billing
['prohibition'],shall not require financial security a set out in long a the
['permission'],in the event that elephant talk doe not comply with the payment term a set out in article party agree that is entitled elephant talk following the with the amount which elephant talk or any of it affiliate is due to according to this agreement
['prohibition'],for the avoidance of doubt it is stated that party agree that shall not provide customer support service to elephant talk customer meaning of elephant talk customer directly
['prohibition'],neither party shall make any public announcement including but not limited to press release article brochure advertisement and speech concerning this agreement without the prior written consent of the other party
['permission'],however elephant talk is entitled to communicate a far a strictly necessary for the proper conclusion of it to the elephant talk customer that it service are provided by the network
['permission'],elephant talk customer shall be entitled to communicate that the network coverage is provided by only in case they are asked for it
['prohibition'],under no circumstance elephant talk customer shall make any public announcement including but not limited to press release commercial article not being technical or business article brochure advertisement public speech and other promotional material that it service to mobile are provided by the network
"['obligation', 'prohibition']",the party hereby agree to treat all information exchanged between them hereinafter referred to a confidential information whether for the purpose of this agreement or not a confidential and agree not to disclose such confidential information in any manner whatsoever in whole or in part except a provided for in the article
['permission'],the party may disclose confidential information only to employee attorney at law and accountant or other professional adviser who need to know such confidential information for the purpose of participation in the discussion connected with this agreement between the party and any transaction resulting there from and who are informed of and bound to the confidential nature of such confidential information
['prohibition'],in no event shall either party be liable for indirect or consequential loss or damage including but not limited to loss of profit loss of sale or turnover loss of or damage to reputation loss of contract loss of business loss of anticipated saving and interest increased operation cost increase maintenance cost even if such loss or damage wa reasonably foreseeable or if a party had been advised by the other party of the possibility of incurring such loss or damage
['prohibition'],in no event shall any employee of either party or of an affiliated company be liable to the other party for any act of negligence or intent under or in connection with this agreement
['permission'],notwithstanding anything stipulated in the agreement may without liability suspend or terminate whole or part of the hosting service in relation to one or more elephant talk customer in circumstance where would suspend or terminate those service to it own customer in the following circumstance or circumstance of similar severity
['permission'],furthermore may without liability temporarily suspend all or any of it hosting service to elephant talk if a partial or temporary breakdown on the network should occur
['permission'],may without liability limit at it own discretion the availability of all or any of the hosting service above the level of the traffic forecast of hosting service a defined in article and appendix provided that the provision of these hosting service the level of the traffic forecast to elephant talk have a noticeable negative impact on the quality of the network and on the provision of service to customer
['prohibition'],if the affected party fails to inform the other party of the occurrence of a force majeure event a set out in article above then such party thereafter shall not be entitled to refer such event to force majeure a a reason for
['permission'],if no agreement is reached by the party within a period of fifteen calendar day and the force majeure event continues to have a substantial effect on the performance of the agreement either party shall have the right to terminate this agreement in whole or in part with immediate effect by written notice without incurring any financial liability to the other party a a consequence of such termination
['prohibition'],neither party shall use the other party name trademark service mark or other intellectual property right without the other party s prior written consent
['permission'],elephant talk is allowed to market and sell it service to elephant talk customer under a brand name chosen by elephant talk
['prohibition'],however elephant talk shall not use any logo name or other material that bear is similar or refers to any intellectual property right of or competitor meaning mobile network operator mobile virtual network operator and enhanced service provider in the netherlands without prior written approval of
['permission'],the agreement may be terminated by both party with a notification period of before the end of the initial term of the agreement
['permission'],party can mutually agree in writing to deviate from an automatic extension of by extending this agreement for a longer period than
['permission'],in addition to the condition of article this agreement may be terminated a follows by mutual agreement of the party or by either party with immediate effect if the other party is in material breach of any provision of this agreement and doe not or is not capable of remedying such breach within a reasonable time and in any event within sixty business day of receipt of a written notice to such effect a material breach will for the purpose of this agreement not include the event that elephant talk fails to comply with it payment obligation under article or by if elephant talk fails to comply with it obligation under article upon written notification thereof by within a reasonable period of time following the respective notification date but in no event later than business day of receipt of a written notice to such effect or by subject to in the present situation or by or it successor or by elephant talk subject to and this entity is at the time of signing of or g by either party with immediate effect if the other party becomes bankrupt or insolvent or bankruptcy or insolvency is appropriately requested for or is liquidated or dissolved other than for the purpose of a bona fide reconstruction or amalgamation or if that other party enters into any composition or arrangement with it creditor or
['permission'],party agree that the operational manual can only be modified by s account manager upon consultation with elephant talk s authorized account manager and with the subsequent written agreement of elephant talk and
"['prohibition', 'permission']",this agreement and the right and obligation specified herein shall be binding upon the party and their respective legal successor and neither party shall sell transfer or assign this agreement or any part interest right or obligation hereunder except that a party shall have the right to transfer or assign this agreement in whole but not in part to an affiliated company provided that such affiliated company expressly assumes by written instrument all of the obligation of the party under this agreement and thereby becomes a party to this agreement and b such affiliated company ha adequate financial strength resource and experience in the reasonable opinion of the other party such opinion to be obtained in writing in advance of any assignment to comply with it obligation under this agreement such assignment shall not release the assigning party of it obligation under article of this agreement
['prohibition'],no person other than a party to this agreement shall acquire any right hereunder a a beneficiary or otherwise by virtue of this agreement
['prohibition'],failure by any party at any time to require performance of any provision of this agreement shall in no manner affect it right to enforce the same and the waiver by any party of any breach of any provision of this agreement shall not be construed to be a waiver by such party of any succeeding breach of such provision or waiver by such party of any breach of any other provision hereof
['prohibition'],each party acknowledges that in entering into this agreement it shall not rely on any representation warranty or other assurance except a set out in this agreement
['prohibition'],without the prior written consent of the other party a party shall not at any time while this agreement is in force and for a period after termination of this agreement either for itself or on behalf of any other company solicit induce or cause any employee of the other party or any affiliated company of this other party who ha been a representative of or employed by the other party in connection with this agreement to leave such employment
['prohibition'],neither party may in any respect represent the other party or enter into any agreement or other commitment on behalf of the other party except a provided for in this agreement or agreed by the party in writing
['permission'],axiometric will have access to lkpl telephone system internet connection conference room and printer
['permission'],if lkpl requires space used by axiometric for lkpl own purpose then lkpl will attempt in good faith but without having any obligation to continue to provide axiometric with comparable space
['permission'],if axiometric doe not then wish to rent office space from lkpl then lkpl may terminate axiometric license to use work space in lkpl facility upon day notice
['prohibition'],lkpl will have no obligation to provide any special facility or infrastructure unless otherwise negotiated
['prohibition'],lkpl will have no liability whatsoever for any of axiometric equipment furniture supply or other personal property
['permission'],axiometric will have the right to terminate the license to use the office space and to move out of the office space at any time upon two week notice
['permission'],axiometric and lkpl may develop other amr product suite for gas metering and ownership of those amr product suite will be held individually by the developer of the suite or jointly if mutually agreed to in writing
['permission'],axiometric shall have the exclusive right to market and sell amr product suite to entity whose corporate headquarters are physically located in the united state and territory with the exception of datamatic a defined in and below
['permission'],lkpl shall have the exclusive right to market and sell amr product suite to datamatic ltd a plano tx corporation hereafter datamatic
['permission'],lkpl shall have the exclusive right to market and sell amr product suite to entity whose corporate headquarters are physically located outside the united state and it territory
['permission'],a the preferred manufacturer lkpl shall have first right of refusal on all such rfms
['permission'],if lkpl doe not respond to an rfm within thirty day or can not provide competitive term such a cost credit quality schedule axiometric will be free to award the manufacturing contract to an alternate manufacturer
['permission'],a defined in section above selling party may owe the other party some portion of the proceeds
['permission'],payment not received within sixty day after their due date will be considered a material breach of this agreement and the party due payment may pursue any and all legal action to recover the payment and reasonable legal fee incurred in the pursuit of said payment
['permission'],both party are entitled to report of sale and to conduct periodic audit to ensure accuracy of payment a follows
['permission'],each party shall have the right to conduct an audit after the end of each calendar year to verify the accuracy of the other party quarterly report for that year provided the audit must be initiated no later than june of each year and that if no such audit is conducted then the quarterly report for that year will be deemed accurate
['permission'],in the event a payee audit show that the gross proceeds or production cost of the payor resulted in an to the payee then the payor shall have the right at the payor cost to have it own auditor verify the payee audit
['permission'],in the event a payee audit show that the gross proceeds or production cost of the payor resulted in an of more than three percent to the payee then the payor shall have the right at the payor cost to have it own auditor verify the audit
['prohibition'],even though the party will be joint ventureres a to the amr market neither party will have the right to bind the other in any way without the other party express consent and this agreement shall not otherwise be construed to make any party the agent assignee employee fiduciary investor joint venturer partner or representative of any other party
['prohibition'],no action case suit or proceeding regardless of form arising out of or related to this agreement may be brought by either party more than one year after the cause of action ha arisen or in the case of nonpayment more than two year from the date of the last payment
['permission'],if suit or action is instituted to enforce any of the term of this agreement then the prevailing party shall be entitled to recover from the other party such sum a the court may adjudge reasonable a attorney fee at trial on or appeal of such suit or action in addition to all other sum provided by law
['prohibition'],company shall not sell or otherwise supply directly or indirectly the product to any distributor s customer s except by sale through the distributor
['prohibition'],the company shall not contact any of distributor s customer s for any reason without the prior written approval of distributor
['permission'],distributor may appoint with prior approval of the company or other person to act on distributor s behalf or to otherwise perform any of distributor s obligation under this agreement within the territory provided that i any compensation to such or other person to act on distributor s behalf or to otherwise perform any of distributor s obligation shall be solely distributor s responsibility and ii such appointment doe not deprive company of the essential right to which it is entitled under this agreement
['permission'],company shall have seven business day after it receipt to accept or reject for a legitimate business reason any order submitted by distributor
['permission'],distributor shall be free to resell the product for such price and upon such term and condition a distributor may see fit in it sole discretion
"['prohibition', 'obligation']",company shall have no control over or any liability in connection with the price at which distributor resells the product and distributor shall hold company harmless and indemnify and defend company from and against any liability resulting therefrom
"['prohibition', 'obligation']",in no event will the recipient party divulge in whole or in part such information to any third party without the prior written consent of the disclosing party provided further that any third party must also agree in writing to restriction comparable to those provided in this section
"['permission', 'obligation']",the recipient party may disclose the proprietary information to the extent required by a valid order by a court or other governmental body or by applicable law provided however that the recipient party will use all reasonable effort to notify disclosing party of the obligation to make such disclosure in advance of the disclosure so that disclosing party will have a reasonable opportunity to object to such disclosure
['permission'],the party agree that in such a circumstance the disclosing party shall be entitled in addition to such monetary relief a may be applicable to injunctive relief a may be necessary to restrain any continuing or further breach by the recipient party without showing or proving any actual damage sustained by the disclosing party
['permission'],distributor shall have the option to renew this agreement for an additional three year period by providing prior written notice to company within ninety day of the end of the initial period of this agreement
['permission'],either party may terminate this agreement prior to it expiration upon the occurrence of either of the following i the other party becomes insolvent or institute or there is instituted against it proceeding in bankruptcy insolvency reorganization or dissolution make an assignment for the benefit of creditor or becomes nationalized or ha any of it material asset confiscated or expropriated or ii the other party in this case the breaching party fails to perform any of it obligation hereunder and fails to correct such failure within ninety calendar day after receiving written demand therefore from the party specifying the failure in sufficient detail for the breaching party to correct such failure provided however that upon a second breach of the same obligation by such party the other party may forthwith terminate this agreement upon notice to the breaching party
"['obligation', 'prohibition']",in the event that this agreement is terminated or expires on it own term company shall have no further responsibility to distributor except that in the event the agreement terminates for any reason other than a breach hereof by distributor company shall be obligated to process order accepted by company prior to the effective date of such termination or expiration or within ninety day thereafter
['prohibition'],in no event shall either party be liable to the other for any special indirect exemplary or consequential damage arising out of this agreement or purchase or use of the product
['prohibition'],neither party shall be held liable for any failure to perform that is due to any cause or circumstance beyond the reasonable control of such party including without limitation a demand for such product and other product manufactured by company which exceeds company s ability to supply them earthquake fire accident flood storm other act of god riot war rebellion strike lockout or other labor disturbance national or international emergency failure to secure material or equipment from usual source of supply failure of carrier to furnish transportation government rule regulation act order world financial crisis restriction or requirement or any other cause or circumstance beyond the reasonable control of such party
