sentence,tag,,,,,,,,,
"You agree to stop making any use of the confidential methods, procedures, and techniques associated with the System.",['obligation'],,,,,,,,,
"You also agree to immediately deliver to us the Manual and all training materials, marketing materials, records, files, forms, instructions, signs, equipment, correspondence, copies, Customer Data, and other property in your possession or control that contain confidential information (as defined in Section 12) or that bear the Proprietary Marks and you agree not to retain any unauthorized copies of these materials.",['obligation'],,,,,,,,,
You also must deliver to us all customer information that you have compiled.,['obligation'],,,,,,,,,
"You agree to immediately cease to use, by advertising or in any other manner, the name “Pizza Fusion,” all other Proprietary Marks, and all other distinctive forms, slogans, signs, symbols, Websites, domain name, website, e-mail address, and any other identifier (whether or not we have authorized its use) that you used in connection with your operation of the Franchised Business or that are otherwise associated with the Proprietary Marks, System, and/or us.",['obligation'],,,,,,,,,
"If you subsequently begin to operate another business, you agree that you will not use any reproduction, counterfeit, copy or colorable imitation of the Proprietary Marks that you used either in connection with the Franchised Business or its promotion, which is likely to cause confusion, mistake or deception, or which is likely to dilute our exclusive rights in and to the Proprietary Marks, nor any trade dress or designation of origin or description or representation which falsely suggests or represents an association or connection with us.",['prohibition'],,,,,,,,,
You agree to promptly take such action as may be necessary to cancel any assumed name registration or equivalent registration containing the name PIZZA FUSION or any other Proprietary Marks.,['obligation'],,,,,,,,,
"You will, at our option, assign to us any interest which you have in the lease or sublease for the Premises.",['obligation'],,,,,,,,,
"If we do not elect or are unable to exercise our option to acquire, or to acquire the lease or sublease for the Premises, you must make such modifications or alterations to the premises operated hereunder (including, without limitation, the changing of the telephone number) immediately upon termination or expiration of this Agreement as may be necessary to distinguish the appearance of the Premises from that of other Restaurants under the System, and such specific additional changes as we may reasonably request for that purpose.",['obligation'],,,,,,,,,
"In addition, you must stop making any use of any telephone number and/or any domain name, website, e-mail address, and any other identifier (whether or not we have authorized its use) that you used in connection with your operation of the Franchised Business, and you must promptly execute such documents or take such steps necessary to remove reference to the Franchised Business from all trade or business telephone directories, including physical and online “yellow” and “white” pages, or at our request transfer same to us.",['obligation'],,,,,,,,,
"You agree that, at our option, you will sell to us any or all your assets used to operate the Franchised Business (including equipment, fixtures, furnishings, Delivery Vehicles, supplies, and inventory) that we ask in writing to purchase.",['obligation'],,,,,,,,,
We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement.,['permission'],,,,,,,,,
"During that 30-day period, you agree not to dispose of, transfer, or otherwise hinder our ability to exercise our rights with respect to your assets.",['prohibition'],,,,,,,,,
"If we exercise our option to purchase, we may setoff all amounts due to us under this Agreement and the cost of the appraisal (if any), against any payment due to you.",['permission'],,,,,,,,,
"If we do not exercise our rights to purchase your Delivery Vehicle(s), you must immediately make such modifications or alterations to the Delivery Vehicle(s) that may be needed to remove any Proprietary Marks and to otherwise distinguish the appearance of the vehicle(s) from those used by other Restaurants.",['obligation'],,,,,,,,,
"If this Agreement is terminated due to your default, you must, upon written demand, pay us a lump-sum payment in an amount calculated as follows: (a) the average of your Royalty fees and Advertising Contributions due for the last 60 months before our delivery of notice of default (or, if lesser, the months you had been operating before our delivery of notice of default), (b) multiplied by the lesser of 60 or the number of months remaining in the term of this Agreement.",['obligation'],,,,,,,,,
"You agree to pay all damages, costs, and expenses, including, but not limited to, reasonable attorneys’ fees, that we incur (even if after the expiration or termination of this Agreement) in enforcing this Section 16 or Section 17.2 [After Termination, Expiration, or Transfer] below.",['obligation'],,,,,,,,,
"You agree that during the term of this Agreement, you will not, without our prior written consent, either directly or indirectly through any other person or entity: 17.1.1. Own, manage, engage in, be employed by, advise, make loans to, consult for, rent or lease to, or have any other interest in any business that (directly or indirectly) operates, or grants franchises or licenses to operate, a restaurant featuring pizza and related food specialties or that offers products or services substantially similar to those then offered by Restaurants (“Competitive Business”); 17.1.2. Divert or attempt to divert any business or customer, or potential business or customer, to any Competitive Business; or 17.1.3. Induce any person to leave his or her employment with us. 17.1.4. In any manner interfere with, disturb, disrupt, impair, diminish, or otherwise jeopardize our business or that of any of our franchisees.",['prohibition'],,,,,,,,,
"For two (2) years after the expiration or termination of this Agreement or an approved Transfer to a new franchisee, you may not directly or indirectly own, manage, engage in, be employed by, advise, make loans to, consult for, or have any other interest in any Competitive Business that is, or intends to operate, within three (3) mile radius of the Premises of your Franchised Business or within a three (3) mile radius of any Restaurant then-operating or under construction to operate under the System, except as permitted by any Franchise Agreements that remain in effect between you and us.",['prohibition'],,,,,,,,,
"You may not attempt to circumvent the restrictions in Sections 17.1 [During Term] and 17.2 [After Termination, Expiration, or Transfer] by engaging in prohibited activity indirectly through any other person or entity.",['prohibition'],,,,,,,,,
"You agree to pay all costs and expenses that we reasonably incur in enforcing this Section 17, including reasonable attorneys’ fees.",['obligation'],,,,,,,,,
"You are not authorized to, and agree that you will not, make any contract, agreement, warranty, or representation on our behalf, or create any obligation, express or implied, on our behalf.",['prohibition'],,,,,,,,,
"During the term of this Agreement, you agree to hold yourself out to the public as an independent contractor operating the Franchised Business under license from us, and you agree to disclose your status as independent contractor in all business dealings and exhibit a notice to that effect (the location and content of which we reserve the right to specify) on all promotional materials, invoices and stationery.",['obligation'],,,,,,,,,
"You agree to hold harmless, defend, and indemnify us and our past, present and future affiliates, officers, directors, shareholders, agents, attorneys, consultants, and employees against any claims, losses, costs, expenses (including, but not limited to, reasonable attorneys’ fees, costs of investigation, settlement costs, and interest), liabilities and damages (collectively, “Claims”) arising directly or indirectly from, as a result of, or in connection with your activities under this Agreement.",['obligation'],,,,,,,,,
"With respect to any threatened or actual litigation, proceeding, or dispute that could directly or indirectly affect us or any of the other indemnitees under this Section, if you do not assume the active defense of the matter within a reasonable time, we will have the right, but not the obligation, to: (i) choose counsel; (ii) direct and control the handling of the matter; and (iii) settle any claim against the indemnitees.",['permission'],,,,,,,,,
"Whenever our prior written consent is required under this Agreement, you agree to make a timely written request to us for such consent.",['obligation'],,,,,,,,,
We will send notices intended for you to your address on the first page of this Agreement.,['obligation'],,,,,,,,,
"You agree to send notices intended for us to our principal business address, which is currently 2200 West Cypress Creek Road, 1st Floor, Fort Lauderdale, Florida 33309.",['obligation'],,,,,,,,,
Either party can change its notice address by informing the other party in writing of a new address.,['permission'],,,,,,,,,
"If the performance of any obligation by any party under this Agreement is prevented, hindered or delayed by reason of Force Majeure, which cannot be overcome by reasonable commercial measures, then the parties shall be relieved of their respective obligations (but only to the extent, that the parties, having exercised best efforts, are prevented, hindered or delayed in such performance) during the period of such Force Majeure.",['permission'],,,,,,,,,
"The party whose performance is affected by an event of Force Majeure shall give prompt written notice in the circumstances of such Force Majeure event to the other party by describing the nature of the event and an estimate as to its duration, if possible.",['obligation'],,,,,,,,,
"The parties agree to incorporate by reference, and include in the text of this Agreement, the information on the cover page and in the recital paragraphs.",['obligation'],,,,,,,,,
Both parties must sign a confidentiality agreement before participating in any mediation proceeding.,['obligation'],,,,,,,,,
Each party will bear its own costs with respect to the mediation.,['obligation'],,,,,,,,,
"You and the Owners must file any suit against us, and we may file any suit against you, in the federal or state court where our principal office is located at the time the suit is filed.","['obligation', 'permission']",,,,,,,,,
"You agree to reimburse us for all expenses we reasonably incur (including attorneys’ fees): (a) to enforce the terms of this Agreement or any obligation owed to us by you and/or the Owners; and (b) in the defense of any claim you and/or the Owners assert against us upon which we substantially prevail in court, arbitration, mediation, or other formal legal proceedings.",['obligation'],,,,,,,,,
You must seek or obtain advice of counsel specifically with respect to this issue.,['obligation'],,,,,,,,,
"In compliance with the requirements of Rule 31a-3 under the Investment Company Act, the Blockchain Administrator agrees that all records which it maintains for the Fund shall at all times remain the property of the Fund, shall be readily accessible during normal business hours, and shall be promptly surrendered upon the termination of the Agreement or otherwise on written request.",['obligation'],,,,,,,,,
The Blockchain Administrator further agrees that all records which it maintains for the Fund pursuant to Rule 31a-1 under the Investment Company Act will be preserved for the periods prescribed by Rule 31a-2 under the Investment Company Act unless any such records are earlier surrendered as provided above,['obligation'],,,,,,,,,
"In full consideration of the provision of the services of the Blockchain Administrator set forth herein, the Fund shall pay the Blockchain Administrator a fees calculated at the annual rate of 0.20% of the value of the Fund’s average annual net assets.",['obligation'],,,,,,,,,
"All written content submitted by Client for use in the Client Website must be typewritten, proofread and delivered to Company in the body of an email message or as a Microsoft Word electronic document or plaint text electronic document.",['obligation'],,,,,,,,,
"If the adjustment is more than $1,500 in favor, then out-of-pocket costs of such examination shall be borne by Zynga.",['obligation'],,,,,,,,,
"EXCEPT IN CASES OF GROSS NEGLIGENCE, WILLFUL MISCONDUCT OR FRAUD, INDEMNIFICATION CLAIMS UNDER SECTION 5 OR BREACHES OF SECTION 2 (TRADEMARKS), 8 (CONFIDENTIALITY), OR 9 (NO AGENCY RELATIONSHIP), IN NO EVENT SHALL EITHER PARTY OR ITS OFFICERS, DIRECTORS, OR EMPLOYEES BE LIABLE TO THE OTHER PARTY IN CONNECTION WITH THE SUBJECT MATTER HEREOF, FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL OR PUNITIVE DAMAGES OF ANY KIND, LOST PROFITS OR LOST REVENUE, WHETHER ARISING IN CONTRACT, TORT, NEGLIGENCE, STATUTE, OR OTHERWISE, EVEN IF ADVISED OF THE POSSIBILITY THEREOF.",['prohibition'],,,,,,,,,
IN NO EVENT SHALL THE NON-BREACHING PARTY BE ENTITLED TO EQUITABLE OR INJUNCTIVE RELIEF OF ANY KIND.,['prohibition'],,,,,,,,,
"Notwithstanding the foregoing, for each end user that previously downloaded a Zynga game that includes WPT’s Licensed Property, and stored such Zynga game within such end user’s device, WPT grants a license and right to continue to use, activate, operate, perform, store, use and display that game on the end user’s device in perpetuity at no additional charge; provided, however, that Zynga shall use best efforts to offer end users updates to its games which no longer include WPT’s Licensed Property after the Term.",['obligation'],,,,,,,,,
Each party agrees to carry liability insurance sufficient to cover the risks posed under this Agreement.,['obligation'],,,,,,,,,
"Licensee will not, however, use the Licensed Mark except for the production and sale of inventory as provided in this Section 1.1 and in Section 8.2 of the Separation and Distribution Agreement and Schedule 2 of this Agreement.",['prohibition'],,,,,,,,,
"Licensee agrees and covenants that it shall not challenge, contest, or take any actions inconsistent with Licensor’s exclusive rights of ownership of the Licensed Mark.",['prohibition'],,,,,,,,,
"Licensee agrees to reasonably cooperate with Licensor in achieving registration of the Licensed Mark worldwide, and in maintaining and protecting existing registrations therefor at Licensor’s sole expense.",['obligation'],,,,,,,,,
"Licensee shall execute any and all documents which Licensor may reasonably request in support of such registrations, and, at Licensor’s request, Licensee shall provide use evidence, testimony, and documentation that may be required in any ex parte or inter partes administrative proceedings and prosecutions, maintenance and renewals involving registrations of the Licensed Mark, at Licensee’s sole expense.",['obligation'],,,,,,,,,
"Licensor, as owner of the Licensed Mark, shall have the right at all times to control and approve the nature and quality of the Licensed Products (and the Licensed Mark thereon), and to inspect Licensee’s business operations upon reasonable prior notice for the purpose of ensuring that a high level of quality of the Licensed Products is being maintained by Licensee.",['permission'],,,,,,,,,
"At Licensor’s reasonable request during each calendar year, Licensee shall submit samples to Licensor, at no cost to Licensor, and shall not materially depart therefrom without Licensor’s prior express written consent.","['obligation', 'prohibition']",,,,,,,,,
"No more frequently than once per year, a third party auditor chosen by Licensor and approved by Licensee, such approval not to be unreasonably withheld, shall be entitled at any time on reasonable notice to the Licensee to enter, during regular business hours, any premises used by the Licensee or its manufacturers for the manufacture, packaging or storage of the Licensed Products, to inspect such premises, all plant, workforce and machinery used for manufacture, packaging or storage of Licensed Products and all other aspects of the manufacture, packaging and storage of Licensed Products (“Access Rights”).",['permission'],,,,,,,,,
"Prior to exercising such Access Rights, the third party auditor shall enter into a nondisclosure agreement with Licensee that, among other terms deemed acceptable by Licensee and such third party auditor, shall: (a) limit the content of any report made by the third party auditor to Licensor to a description of the manner in which, and the conditions under which, the Licensed Mark are used by Licensee or its manufacturers; and (b) prevent the disclosure of any of Licensee’s trade secrets and/or Confidential Information.",['obligation'],,,,,,,,,
"If the quality of a class of the Licensed Products falls below such standards, Licensee shall use commercially reasonable efforts to restore such quality.",['obligation'],,,,,,,,,
"In the event that Licensee has not taken appropriate steps to restore such quality within one-hundred twenty (120) days after notification by Licensor, Licensor shall have the right to terminate this Agreement.",['permission'],,,,,,,,,
Licensee agrees to comply with Licensor’s trademark usage guidelines and any other policies and requirements applicable to the Licensed Mark.,['obligation'],,,,,,,,,
"If legally able and without breaching any confidentiality provisions of a contract with a third party, in the event that Licensee becomes aware that any third party is infringing the Licensed Mark, Licensee shall promptly notify Licensor and provide pertinent details.",['obligation'],,,,,,,,,
"Licensor shall have the right in its sole discretion to bring a legal action for infringement against the third party, together with the right to enforce and collect any judgment thereon.",['permission'],,,,,,,,,
"If Licensor elects to exercise such right, Licensee shall, at Licensor’s request, provide reasonable assistance to Licensor, at the sole expense of Licensor.",['obligation'],,,,,,,,,
"Licensee shall defend, indemnify and hold harmless Licensor and its officers, directors, employees, agents, corporate subsidiaries, parents, and affiliates (“Licensor Indemnitees”) from and against any and all demands, claims, actions or causes of action, assessments, deficiencies, damages, losses, liabilities and expenses (including, without limitation, reasonable expenses of investigation and attorneys’ fees and expenses), incurred in conjunction with or arising out of or relating to any third-party claim concerning the Licensed Products and any acts or omissions of Licensee with respect to the Licensed Mark, including without limitation Licensee’s performance of its obligations under this Agreement.",['obligation'],,,,,,,,,
"The Licensor Indemnitees agree to cooperate with Licensee, at Licensee’s expense, to provide copies of any documents or materials reasonably requested by Licensee in support of its defense of the Licensor Indemnitees.",['obligation'],,,,,,,,,
Licensor and Licensee will be entitled to terminate this Agreement by written notice to the other party in the event the other party is in material breach of any of its obligations hereunder and shall fail to remedy any such default within one hundred twenty (120) days after notice thereof by the non-breaching party.,['permission'],,,,,,,,,
"Either party may terminate this Agreement by written notice to the other in the event of: (a) the other party’s making assignment for the benefit of its creditors or filing a voluntary petition under any bankruptcy or insolvency law, under the reorganization or arrangement provisions of the United States Bankruptcy Code, or under the provisions of any law of like import; or (b) the filing of an involuntary petition against the other party under any bankruptcy or insolvency law, under the reorganization or arrangement provisions of the United States Bankruptcy Code, or under any law of like import; or (c) the appointment of a trustee or receiver for the party or its property.",['permission'],,,,,,,,,
"Upon any expiration or termination of this Agreement, Licensee shall promptly return to Licensor, or at Licensor’s direction, destroy all Licensor confidential information and all copies thereof in Licensee’s possession.",['obligation'],,,,,,,,,
"Each of the parties: (a) submits to the exclusive jurisdiction of any state or federal court sitting in Wilmington, Delaware for any action or proceeding arising out of, or relating to, this Agreement; (b) agrees that all claims in respect of the action or proceeding may be heard and determined in any such court; and (c) agrees not to bring any action or proceeding arising out of, or relating to, this Agreement in any other court.","['prohibition', 'obligation']",,,,,,,,,
"Neither Licensor, on the one hand, nor Licensee, on the other hand, shall be responsible for the acts or omissions of the other.",['prohibition'],,,,,,,,,
"No party will have authority to speak for, represent or obligate the other party in any way without prior written authority from such other party.",['prohibition'],,,,,,,,,
This Agreement may not be assigned by Licensee without the consent of Licensor which consent shall not be unreasonably withheld.,['prohibition'],,,,,,,,,
"Member shall not, during the term of the Franchise Agreement or thereafter, communicate, divulge or use, for any purpose other than the operation of the Franchised Business, any confidential information, knowledge, trade secrets or know-how which may be communicated to Member or which Member may learn by virtue of Member’s relationship with Franchisee.",['prohibition'],,,,,,,,,
"Member covenants and agrees that during the term of the Franchise Agreement, except as otherwise approved in writing by Franchisor, Member shall not, either directly or indirectly, for itself, or through, on behalf of, or in conjunction with any person, persons, partnership, corporation, or entity: Own, manage, engage in, be employed by, advise, make loans to, consult for, rent or lease to, or have any other interest in business that (directly or indirectly) operates, or grants franchises or licenses to operate, a restaurant featuring pizza and related food specialties or that offers products or services substantially similar to those then offered by Pizza Fusions Restaurants (“Competitive Business”); Divert or attempt to divert any business or customer, or potential business or customer, to any Competitive Business; or (iii) Induce any person to leave his or her employment with Franchisee or Franchisor.",['prohibition'],,,,,,,,,
"Member covenants and agrees that during the Post-Term Period (defined below), except as otherwise approved in writing by Franchisor, Member shall not, either directly or indirectly, own, manage, engage in, be employed by, advise, make loans to, consult for, or have any other interest in any Competitive Business that is, or intends to operate, within a three (3) mile radius of the premises of your Franchised Business or within a three (3) mile radius of any Franchised Business then-operating or under construction to operate under the System.",['prohibition'],,,,,,,,,
"Member acknowledges that any failure to comply with the requirements of this Agreement will cause Franchisor irreparable injury, and Member agrees to pay all court costs and reasonable attorney’s fees incurred by Franchisor in obtaining specific performance of, or an injunction against violation of, the requirements of this Agreement.",['obligation'],,,,,,,,,
"No delay or failure by the Franchisor or Franchisee to exercise any right under this Agreement, and no partial or single exercise of that right, shall constitute a waiver of that or any other right provided herein, and no waiver of any violation of any terms and provisions of this Agreement shall be construed as a waiver of any succeeding violation of the same or any other provision of this Agreement.",['prohibition'],,,,,,,,,
"For the avoidance of doubt, ELEPHANT TALK is not entitled to provide (retail) telecommunication services based on the Hosting Service to others than ELEPHANT TALK Customers, such as but not limited to mobile end-users or business companies with their own end-users.",['prohibition'],,,,,,,,,
In the event that *** Parties shall negotiate the terms and conditions under which T-Mobile shall provide and ELEPHANT TALK shall purchase the services from T-Mobile.,['obligation'],,,,,,,,,
"T-Mobile is entitled without limitations, to *** related services to any other party.",['permission'],,,,,,,,,
ELEPHANT TALK will not enter into any discussions or agreement on the provisioning of (similar) Hosting Services as defined in Appendix 1 with any *** in the Netherlands for the duration of the Initial Term of the Agreement.,['prohibition'],,,,,,,,,
ELEPHANT TALK is allowed to provide SIM cards to ELEPHANT TALK Customers under the terms and conditions as mentioned in this Agreement.,['permission'],,,,,,,,,
"For the scope of this Agreement, ELEPHANT TALK (including its Affiliated Companies) shall not provide the Hosting Services to ***.",['prohibition'],,,,,,,,,
"ELEPHANT TALK is not allowed, without the explicit written approval of T-Mobile, to provide the ELEPHANT TALK Wholesale Services: I. to the below stated categories of companies, including companies that represent a company in one of these categories, affiliated companies and/or companies that can offer a brand from a company in one of the following categories:",['prohibition'],,,,,,,,,
"The ELEPHANT TALK Customers will not directly or indirectly provide the ELEPHANT TALK Wholesale Services to others, including an Affiliated Company, with the objective to resell wholesale telecommunication services based on the by T-Mobile provided Hosting Services to mobile telecommunication users.",['prohibition'],,,,,,,,,
"Parties agree to implement an ELEPHANT TALK ***, and therefore would not result in additional costs for ELEPHANT TALK.",['obligation'],,,,,,,,,
In order to execute this assessment Parties will discuss the detailed business requirements - provided by ELEPHANT TALK for the implementation of the ELEPHANT TALK *** - and will do the utmost to agree on this set of business requirements before or on ***,['obligation'],,,,,,,,,
"Provided that Parties have agreed upon the final set of business requirements before or on ***, Parties shall subsequently execute an initial evaluation - based on the business requirements - of the impact of the implementation on the T-Mobile infrastructure and network. Parties agree to finalize this initial evaluation on ***.",['obligation'],,,,,,,,,
"Following the initial evaluation Parties will further discuss and negotiate in good faith the elements of the project plan, including the alignment of *** and available resources in order to implement the ***.",['obligation'],,,,,,,,,
In any case T-Mobile is obliged to implement the *** before or on ***.,['obligation'],,,,,,,,,
ELEPHANT TALK shall purchase the Hosting Services from T-Mobile as an independent contractor.,['obligation'],,,,,,,,,
"ELEPHANT TALK shall sell and market the ELEPHANT TALK Wholesale Services to ELEPHANT TALK Customers in its own name, for its own account and on its own risk (subject to the terms of this Agreement).",['obligation'],,,,,,,,,
"ELEPHANT TALK warrants T-Mobile that ELEPHANT TALK Customers shall sell and market their mobile telecommunication services based on the ELEPHANT TALK Wholesale Services in its own name, for its own account and on its own risk.",['obligation'],,,,,,,,,
ELEPHANT TALK and ELEPHANT TALK Customers shall not in any respect represent T-Mobile or enter into any agreement or other commitment on T-Mobile’s behalf.,['prohibition'],,,,,,,,,
"ELEPHANT TALK shall ensure that the ELEPHANT TALK Infrastructure complies with the Technical Specifications, as set out in Appendix 11.",['obligation'],,,,,,,,,
"Parties shall at all times fully comply with all relevant regulations, such as but not limited to, the obligation for ELEPHANT TALK - as providers of public electronic communications services in the Netherlands- to notify OPTA according to article 2.1 of the Dutch Telecommunication Act.",['obligation'],,,,,,,,,
In such case Parties shall agree upon a workable solution and act accordingly.,['obligation'],,,,,,,,,
"T-Mobile shall provide the Hosting Services, as described in Appendix 1, during the term of this Agreement from the Ready for Service Date.",['obligation'],,,,,,,,,
"T-Mobile shall ensure that all *** from ELEPHANT TALK Customers and other telecommunication end users in the Netherlands and in the relevant roaming countries, as further specified in the Agreement.",['obligation'],,,,,,,,,
"ELEPHANT TALK is responsible and accountable for the installation, maintenance and availability of the leased line between ELEPHANT TALK’s POP and the T-Mobile Network, as described in Appendix 1.",['obligation'],,,,,,,,,
"Parties agree to implement the rules and procedures pursuant to Dutch legislation for number portability prior to the Ready for Service Date, according to Appendix 1.",['obligation'],,,,,,,,,
Parties shall use their best efforts to ensure *** as set out in Appendix 1.,['obligation'],,,,,,,,,
T-Mobile shall support ELEPHANT TALK in fulfilling its legal obligations under Dutch law with respect to lawful interception under the terms and conditions as set forth in detail in Appendix 5.,['obligation'],,,,,,,,,
"ELEPHANT TALK agrees to inform in writing, before the Ready for Service Date, the relevant Dutch authority (which is at the time of closing of this Agreement the public prosecutor) that T-Mobile will carry out the lawful intercept requests regarding ELEPHANT TALK Customers and that T-Mobile will and is entitled to collect the financial compensation of the concerning authority for these legal intercept activities on behalf of ELEPHANT TALK.","['obligation', 'permission']",,,,,,,,,
ELEPHANT TALK shall provide T-Mobile with a copy of the aforementioned letter to the relevant Dutch authority before the Ready for Service Date.,['obligation'],,,,,,,,,
"The Parties shall implement the Hosting Services according to the Implementation Plan, as described in Appendix 3.",['obligation'],,,,,,,,,
The Parties shall provide each other with information on preparations made and other details relevant to the implementation of the Hosting Services.,['obligation'],,,,,,,,,
"If it becomes known to a Party that either a delay shall occur or is likely to occur, such Party shall immediately notify the other Party thereof in writing.",['obligation'],,,,,,,,,
T-Mobile shall resolve every critical part of the Hosting Service as soon as reasonable possible and in any event before the date which is *** after the agreed ***.,['obligation'],,,,,,,,,
"Once the Hosting Service and every critical part, as *** the PoD, thereof has successfully passed the *** pursuant to the procedures described in the PoD and Appendix 3 the Service shall be accepted by ELEPHANT TALK and ELEPHANT TALK shall sign the Protocol of Delivery acknowledging such acceptance.",['obligation'],,,,,,,,,
"Subject to article 4.4., ELEPHANT TALK shall commence the Soft Launch on or after the ***.",['obligation'],,,,,,,,,
"From the *** ELEPHANT TALK shall be permitted to (technically) test the Hosting Services for the duration of five (5) calendar weeks, with a limited number of users (***).",['permission'],,,,,,,,,
"For all other users and costs above the ***,- per user, ELEPHANT TALK has to pay the fees for the Hosting Services as defined in Appendix 2.",['obligation'],,,,,,,,,
"ELEPHANT TALK will finalize the Soft Launch by signing the Protocol of Delivery, according to Appendix 3 and 11.",['obligation'],,,,,,,,,
"If it would become applicable, ELEPHANT TALK shall obtain any regulatory approvals, consents, or decisions which allow ELEPHANT TALK to utilize the Hosting Services from T-Mobile to provide the ELEPHANT TALK Services to ELEPHANT TALK Customers as contemplated by this Agreement.",['obligation'],,,,,,,,,
"T-Mobile agrees - but is not obliged - to reasonably assist ELEPHANT TALK in obtaining such regulatory approvals, consents or decisions, especially by making available to ELEPHANT TALK necessary documents, technical specifications and other information required and by cooperating through common communication to any regulatory authorities.",['permission'],,,,,,,,,
ELEPHANT TALK shall provide Quarterly forecasts in writing expressed in volume for the use of the Hosting Services.,['obligation'],,,,,,,,,
"ELEPHANT TALK accepts that T-Mobile will not be bound to the service level agreed between Parties pursuant to article 6 of this Agreement in relation to the relevant Quarter, if the ***.",['prohibition'],,,,,,,,,
"In case of (promotional) actions and events that will or might temporarily exceed the forecasted traffic volume, ELEPHANT TALK shall inform T-Mobile as soon as possible, after which T-Mobile shall make reasonable efforts to take appropriate and business wise feasible measures to prevent network interruptions.",['obligation'],,,,,,,,,
"At no point in time shall one of the Parties carry out service or support on equipment, excluding SIM cards ordered according to article 16, that belongs to the other Party or is provided or maintained by the other Party, unless the other Party has agreed in writing to such measures in advance.",['prohibition'],,,,,,,,,
T-Mobile shall give prior notice to ELEPHANT TALK about planned outages and planned work as agreed in Appendix 6.,['obligation'],,,,,,,,,
T-Mobile shall have at its disposal data covered by the Agreement only to the extent and as long as necessary for T-Mobile to fulfill its obligations pursuant to this Agreement.,['permission'],,,,,,,,,
"Both Parties confirm that they shall comply with the Data Privacy regulations and laws applicable in the Netherlands and internationally, including the Dutch Data Protection Act (“Wet Bescherming Persoonsgegevens”), as amended or varied from time to time. T-Mobile undertakes to process personal data only for the purpose of this Agreement.",['obligation'],,,,,,,,,
"T-Mobile will refrain from using any ELEPHANT TALK Customer related data for any other purpose than providing the Hosting Services to ELEPHANT TALK, with the exception of: · legal tapping requirements in accordance with a request from the relevant public body; and · necessary use for the purposes of preventing, tracing and fighting fraud or irregularities; and · other activities required by law.",['obligation'],,,,,,,,,
The authorized members of each Party shall fully co-operate in the performance of the Agreement.,['obligation'],,,,,,,,,
The account manager of each Party shall act as the first point of contact in relation to any issues provided for in the Agreement.,['obligation'],,,,,,,,,
Each Party may change its contact person at any time by informing the other Party in writing.,['permission'],,,,,,,,,
The Parties shall promptly inform each other of a breakdown in their respective systems or mobile telecommunications Network that has or might have an effect on the Hosting Services and/or the Agreement.,['obligation'],,,,,,,,,
"Subject to the terms of this Agreement, ELEPHANT TALK shall pay T-Mobile the total amount of *** -as specified in Appendix 2, as a contribution for upfront (network related) developments costs of the Hosting Services, including *** services, as described in Appendix 1. Payments shall be made in accordance with article 9.2.",['obligation'],,,,,,,,,
Such prices may be amended in accordance with the terms of this Agreement and Appendix 2 and shall be paid by ELEPHANT TALK to T-Mobile in accordance with article 9.2.,"['obligation', 'permission']",,,,,,,,,
"In the event that such change of prices reasonably requires that Parties revise the applicable price structure of the Hosting Services in its entirety, Parties shall enter into good faith negotiations to agree upon new prices.",['obligation'],,,,,,,,,
The second installment of *** shall be charged to ELEPHANT TALK right after signing of the Agreement and shall be paid by ELEPHANT TALK within fifteen (15) Calendar Days of the invoice date.,['obligation'],,,,,,,,,
"Whenever an ELEPHANT TALK Customer uses the ELEPHANT TALK Wholesale Services, ELEPHANT TALK shall be fully responsible for timely payment of the appropriate price(s) established under article 9.1.2 for the Hosting Services used.",['obligation'],,,,,,,,,
"ELEPHANT TALK shall pay to T-Mobile the charges for the Hosting Services as from the Ready for Service Date, including the charges mentioned under article 4.5.",['obligation'],,,,,,,,,
"In addition to the invoice mentioned under article 9.2.1., T-Mobile shall on a monthly arrear basis submit invoices to ELEPHANT TALK detailing the prices payable by ELEPHANT TALK under article 9.2.2. T-Mobile will send the following invoices for: a) network hosting services***; a) costs of authorized lawful intercept (to the extent provided for under Appendix 5); b) costs for other services agreed upon.",['obligation'],,,,,,,,,
"ELEPHANT TALK shall pay all invoices no later than *** after the invoice date. ELEPHANT TALK ***, in the event that ELEPHANT TALK fails to meet ***",['obligation'],,,,,,,,,
Invoices submitted to ELEPHANT TALK by T-Mobile shall be itemized in accordance with Dutch acknowledged principles of billing and accounting.,['obligation'],,,,,,,,,
"ELEPHANT TALK may object to any invoice according to the procedure set out in article 4 of Appendix 7, Accounting and Billing.",['permission'],,,,,,,,,
"In the event of invoicing irregularities, Parties shall use their best efforts to establish the reason for and to eliminate such irregularities as quickly as possible.",['obligation'],,,,,,,,,
ELEPHANT TALK will be accountable for and shall pay all generated traffic by ELEPHANT TALK Customers -including traffic generated via stolen or lost SIM cards - to T-Mobile,['obligation'],,,,,,,,,
"ELEPHANT TALK bears the risk of and shall indemnify T-Mobile against high usage, fraud and bed debts/non-payment of its ELEPHANT TALK Customers.",['obligation'],,,,,,,,,
"In order to exchange invoice information, TAP files will be transferred by T-Mobile to ELEPHANT TALK, as stated in Appendix 7.",['obligation'],,,,,,,,,
For verification purposes T-Mobile will keep the CDRs in accordance with Dutch legislation.,['obligation'],,,,,,,,,
T-Mobile shall not require financial security as set out in 9.4.1as long as the ‘***,['prohibition'],,,,,,,,,
T-Mobile customers using *** will ***.,['obligation'],,,,,,,,,
